offense_id,incident_id,crime_head,mo_text,mo_signature,severity_weight
OFF000300,INC000299,Burglary,Accused gained entry through the terrace access and removed two mobile phones from the premises while occupants were at work.,entry:terrace access,15
OFF000301,INC000300,Burglary,Accused gained entry through the kitchen ventilator and removed a bag of valuables from the premises while occupants were away.,entry:kitchen ventilator,15
OFF000302,INC000301,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were away.,entry:kitchen ventilator,15
OFF000303,INC000302,Burglary,Accused gained entry through the compound wall and removed jewellery from the premises while occupants were at work.,entry:compound wall,15
OFF000304,INC000303,Burglary,Accused gained entry through the compound wall and removed cash and electronics from the premises while occupants were away.,entry:compound wall,15
OFF000305,INC000304,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a family matter, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000306,INC000305,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a family matter, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000307,INC000306,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",channel:a fraudulent link,20
OFF000308,INC000307,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",channel:a fraudulent link,20
OFF000309,INC000308,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a on foot.,vehicle:on foot,8
OFF000310,INC000309,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a on foot.,vehicle:on foot,8
OFF000311,INC000310,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a on foot.,vehicle:on foot,8
OFF000312,INC000311,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a on foot.,vehicle:on foot,8
OFF000313,INC000312,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a on foot.,vehicle:on foot,8
OFF000314,INC000313,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a on foot.,vehicle:on foot,8
OFF000315,INC000314,Robbery,"Accused approached the victim near a parking lot, threatened them with a iron rod, and fled with two mobile phones on a bicycle.",weapon:iron rod,45
OFF000316,INC000315,Robbery,"Accused approached the victim near a market area, threatened them with a iron rod, and fled with two mobile phones on a bicycle.",weapon:iron rod,45
OFF000317,INC000316,Robbery,"Accused approached the victim near a residential lane, threatened them with a iron rod, and fled with cash and electronics on a bicycle.",weapon:iron rod,45
OFF000318,INC000317,Burglary,Accused gained entry through the kitchen ventilator and removed cash and electronics from the premises while occupants were asleep.,entry:kitchen ventilator,15
OFF000319,INC000318,Burglary,Accused gained entry through the kitchen ventilator and removed a bag of valuables from the premises while occupants were at work.,entry:kitchen ventilator,15
OFF000320,INC000319,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were asleep.,entry:kitchen ventilator,15
OFF000321,INC000320,Burglary,Accused gained entry through the kitchen ventilator and removed a bag of valuables from the premises while occupants were away.,entry:kitchen ventilator,15
OFF000322,INC000321,Burglary,Accused gained entry through the kitchen ventilator and removed a bag of valuables from the premises while occupants were away.,entry:kitchen ventilator,15
OFF000323,INC000322,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a two-wheeler.,vehicle:two-wheeler,8
OFF000324,INC000323,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a two-wheeler.,vehicle:two-wheeler,8
OFF000325,INC000324,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a two-wheeler.,vehicle:two-wheeler,8
OFF000326,INC000325,Robbery,"Accused approached the victim near a bus stop, threatened them with a blunt object, and fled with a bag of valuables on a on foot.",weapon:blunt object,45
OFF000327,INC000326,Robbery,"Accused approached the victim near a residential lane, threatened them with a blunt object, and fled with jewellery on a on foot.",weapon:blunt object,45
OFF000328,INC000327,Robbery,"Accused approached the victim near a residential lane, threatened them with a sharp weapon, and fled with a laptop on a two-wheeler.",weapon:sharp weapon,45
OFF000329,INC000328,Robbery,"Accused approached the victim near a railway station, threatened them with a sharp weapon, and fled with two mobile phones on a two-wheeler.",weapon:sharp weapon,45
OFF000330,INC000329,Robbery,"Accused approached the victim near a residential lane, threatened them with a sharp weapon, and fled with two mobile phones on a two-wheeler.",weapon:sharp weapon,45
OFF000331,INC000330,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a two-wheeler.,vehicle:two-wheeler,8
OFF000332,INC000331,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a two-wheeler.,vehicle:two-wheeler,8
OFF000333,INC000332,Burglary,Accused gained entry through the compound wall and removed two mobile phones from the premises while occupants were at work.,entry:compound wall,15
OFF000334,INC000333,Burglary,Accused gained entry through the compound wall and removed a laptop from the premises while occupants were away.,entry:compound wall,15
OFF000335,INC000334,Burglary,Accused gained entry through the compound wall and removed a laptop from the premises while occupants were asleep.,entry:compound wall,15
OFF000336,INC000335,Burglary,Accused gained entry through the compound wall and removed cash and electronics from the premises while occupants were away.,entry:compound wall,15
OFF000337,INC000336,Robbery,"Accused approached the victim near a railway station, threatened them with a blunt object, and fled with a laptop on a two-wheeler.",weapon:blunt object,45
OFF000338,INC000337,Robbery,"Accused approached the victim near a parking lot, threatened them with a blunt object, and fled with two mobile phones on a two-wheeler.",weapon:blunt object,45
OFF000339,INC000338,Robbery,"Accused approached the victim near a residential lane, threatened them with a blunt object, and fled with a laptop on a two-wheeler.",weapon:blunt object,45
OFF000340,INC000339,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",channel:a fraudulent link,20
OFF000341,INC000340,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",channel:a fraudulent link,20
OFF000342,INC000341,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000343,INC000342,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000344,INC000343,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000345,INC000344,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000346,INC000345,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over an old debt, causing injury with a knife.",weapon:knife,35
OFF000347,INC000346,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a road-rage incident, causing injury with a knife.",weapon:knife,35
OFF000348,INC000347,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a road-rage incident, causing injury with a knife.",weapon:knife,35
OFF000349,INC000348,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a property boundary, causing injury with a knife.",weapon:knife,35
OFF000350,INC000349,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a road-rage incident, causing injury with a knife.",weapon:knife,35
OFF000351,INC000350,Burglary,Accused gained entry through the compound wall and removed cash and electronics from the premises while occupants were asleep.,entry:compound wall,15
OFF000352,INC000351,Burglary,Accused gained entry through the compound wall and removed a laptop from the premises while occupants were away.,entry:compound wall,15
OFF000353,INC000352,Burglary,Accused gained entry through the compound wall and removed a laptop from the premises while occupants were away.,entry:compound wall,15
OFF000354,INC000353,Burglary,Accused gained entry through the compound wall and removed two mobile phones from the premises while occupants were asleep.,entry:compound wall,15
OFF000355,INC000354,Burglary,Accused gained entry through the compound wall and removed cash and electronics from the premises while occupants were at work.,entry:compound wall,15
OFF000356,INC000355,Burglary,Accused gained entry through the compound wall and removed cash and electronics from the premises while occupants were away.,entry:compound wall,15
OFF000357,INC000356,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a family matter, causing injury with a knife.",weapon:knife,35
OFF000358,INC000357,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a property boundary, causing injury with a knife.",weapon:knife,35
OFF000359,INC000358,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over a road-rage incident, causing injury with a knife.",weapon:knife,35
OFF000360,INC000359,Robbery,"Accused approached the victim near a bus stop, threatened them with a iron rod, and fled with a laptop on a two-wheeler.",weapon:iron rod,45
OFF000361,INC000360,Robbery,"Accused approached the victim near a railway station, threatened them with a iron rod, and fled with a bag of valuables on a two-wheeler.",weapon:iron rod,45
OFF000362,INC000361,Robbery,"Accused approached the victim near a market area, threatened them with a iron rod, and fled with a bag of valuables on a two-wheeler.",weapon:iron rod,45
OFF000363,INC000362,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000364,INC000363,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000365,INC000364,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000366,INC000365,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000367,INC000366,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000368,INC000367,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000369,INC000368,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000370,INC000369,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000371,INC000370,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000372,INC000371,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000373,INC000372,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000374,INC000373,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000375,INC000374,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000376,INC000375,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000377,INC000376,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000378,INC000377,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000379,INC000378,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000380,INC000379,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000381,INC000380,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000382,INC000381,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000383,INC000382,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000384,INC000383,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000385,INC000384,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000386,INC000385,Robbery,"Accused approached the victim near a railway station, threatened them with a iron rod, and fled with a laptop on a bicycle.",weapon:iron rod,45
OFF000387,INC000386,Robbery,"Accused approached the victim near a parking lot, threatened them with a iron rod, and fled with cash and electronics on a bicycle.",weapon:iron rod,45
OFF000388,INC000387,Robbery,"Accused approached the victim near a railway station, threatened them with a iron rod, and fled with a bag of valuables on a bicycle.",weapon:iron rod,45
OFF000389,INC000388,Robbery,"Accused approached the victim near a parking lot, threatened them with a iron rod, and fled with a laptop on a bicycle.",weapon:iron rod,45
OFF000390,INC000389,Robbery,"Accused approached the victim near a market area, threatened them with a iron rod, and fled with a laptop on a bicycle.",weapon:iron rod,45
OFF000391,INC000390,Burglary,Accused gained entry through the unlocked back door and removed jewellery from the premises while occupants were away.,entry:unlocked back door,15
OFF000392,INC000391,Burglary,Accused gained entry through the unlocked back door and removed cash and electronics from the premises while occupants were at work.,entry:unlocked back door,15
OFF000393,INC000392,Burglary,Accused gained entry through the unlocked back door and removed a laptop from the premises while occupants were away.,entry:unlocked back door,15
OFF000394,INC000393,Burglary,Accused gained entry through the unlocked back door and removed cash and electronics from the premises while occupants were away.,entry:unlocked back door,15
OFF000395,INC000394,Burglary,Accused gained entry through the unlocked back door and removed jewellery from the premises while occupants were asleep.,entry:unlocked back door,15
OFF000396,INC000395,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a on foot.,vehicle:on foot,8
OFF000397,INC000396,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a on foot.,vehicle:on foot,8
OFF000398,INC000397,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a on foot.,vehicle:on foot,8
OFF000399,INC000398,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a on foot.,vehicle:on foot,8
OFF000400,INC000399,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a on foot.,vehicle:on foot,8
OFF000401,INC000400,Robbery,"Accused approached the victim near a parking lot, threatened them with a knife, and fled with two mobile phones on a bicycle.",weapon:knife,45
OFF000402,INC000401,Robbery,"Accused approached the victim near a railway station, threatened them with a knife, and fled with two mobile phones on a bicycle.",weapon:knife,45
OFF000403,INC000402,Robbery,"Accused approached the victim near a parking lot, threatened them with a knife, and fled with cash and electronics on a bicycle.",weapon:knife,45
OFF000404,INC000403,Robbery,"Accused approached the victim near a bus stop, threatened them with a knife, and fled with a bag of valuables on a bicycle.",weapon:knife,45
OFF000405,INC000404,Robbery,"Accused approached the victim near a parking lot, threatened them with a knife, and fled with a bag of valuables on a bicycle.",weapon:knife,45
OFF000406,INC000405,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000407,INC000406,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000408,INC000407,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000409,INC000408,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000410,INC000409,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a bicycle.,vehicle:bicycle,8
OFF000411,INC000410,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a bicycle.,vehicle:bicycle,8
OFF000412,INC000411,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a bicycle.,vehicle:bicycle,8
OFF000413,INC000412,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000414,INC000413,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000415,INC000414,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000416,INC000415,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000417,INC000416,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",channel:a fake QR code,20
OFF000418,INC000417,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",channel:a fraudulent link,20
OFF000419,INC000418,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",channel:a fraudulent link,20
OFF000420,INC000419,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",channel:a fraudulent link,20
OFF000421,INC000420,Robbery,"Accused approached the victim near a bus stop, threatened them with a iron rod, and fled with cash and electronics on a two-wheeler.",weapon:iron rod,45
OFF000422,INC000421,Robbery,"Accused approached the victim near a bus stop, threatened them with a iron rod, and fled with a laptop on a two-wheeler.",weapon:iron rod,45
OFF000423,INC000422,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000424,INC000423,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000425,INC000424,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000426,INC000425,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000427,INC000426,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000428,INC000427,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a road-rage incident, causing injury with a blunt object.",weapon:blunt object,35
OFF000429,INC000428,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over a family matter, causing injury with a blunt object.",weapon:blunt object,35
OFF000430,INC000429,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a family matter, causing injury with a blunt object.",weapon:blunt object,35
OFF000431,INC000430,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a property boundary, causing injury with a blunt object.",weapon:blunt object,35
OFF000432,INC000431,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a property boundary, causing injury with a blunt object.",weapon:blunt object,35
OFF000433,INC000432,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000434,INC000433,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000435,INC000434,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000436,INC000435,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000437,INC000436,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000438,INC000437,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a on foot.,vehicle:on foot,8
OFF000439,INC000438,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a on foot.,vehicle:on foot,8
OFF000440,INC000439,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a on foot.,vehicle:on foot,8
OFF000441,INC000440,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a on foot.,vehicle:on foot,8
OFF000442,INC000441,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a on foot.,vehicle:on foot,8
OFF000443,INC000442,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a road-rage incident, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000444,INC000443,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over an old debt, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000445,INC000444,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a family matter, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000446,INC000445,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a family matter, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000447,INC000446,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a road-rage incident, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000448,INC000447,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000449,INC000448,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000450,INC000449,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000451,INC000450,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",channel:UPI,20
OFF000452,INC000451,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a bicycle.,vehicle:bicycle,8
OFF000453,INC000452,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a bicycle.,vehicle:bicycle,8
OFF000454,INC000453,Robbery,"Accused approached the victim near a parking lot, threatened them with a iron rod, and fled with cash and electronics on a auto-rickshaw.",weapon:iron rod,45
OFF000455,INC000454,Robbery,"Accused approached the victim near a market area, threatened them with a iron rod, and fled with jewellery on a auto-rickshaw.",weapon:iron rod,45
OFF000456,INC000455,Robbery,"Accused approached the victim near a bus stop, threatened them with a iron rod, and fled with cash and electronics on a auto-rickshaw.",weapon:iron rod,45
OFF000457,INC000456,Rape,Offense recorded under Rape.,none,85
OFF000458,INC000457,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over an old debt, causing injury with a blunt object.",none,35
OFF000459,INC000458,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000460,INC000459,Riots,Offense recorded under Riots.,none,20
OFF000461,INC000460,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000462,INC000461,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a bicycle.,none,8
OFF000463,INC000462,Rape,Offense recorded under Rape.,none,85
OFF000464,INC000463,Riots,Offense recorded under Riots.,none,20
OFF000465,INC000464,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a road-rage incident, causing injury with a blunt object.",none,35
OFF000466,INC000465,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000467,INC000466,Rape,Offense recorded under Rape.,none,85
OFF000468,INC000467,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a on foot.,none,8
OFF000469,INC000468,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000470,INC000469,Burglary,Accused gained entry through the terrace access and removed jewellery from the premises while occupants were at work.,none,15
OFF000471,INC000470,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000472,INC000471,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000473,INC000472,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a on foot.,none,8
OFF000474,INC000473,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a on foot.,none,8
OFF000475,INC000474,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a bicycle.,none,8
OFF000476,INC000475,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF000477,INC000476,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a on foot.,none,8
OFF000478,INC000477,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000479,INC000478,Rape,Offense recorded under Rape.,none,85
OFF000480,INC000479,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000481,INC000480,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a on foot.,none,8
OFF000482,INC000481,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000483,INC000482,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a on foot.,none,8
OFF000484,INC000483,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF000485,INC000484,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000486,INC000485,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a two-wheeler.,none,8
OFF000487,INC000486,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000488,INC000487,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a bicycle.,none,8
OFF000489,INC000488,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000490,INC000489,Burglary,Accused gained entry through the terrace access and removed a laptop from the premises while occupants were away.,none,15
OFF000491,INC000490,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF000492,INC000491,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000493,INC000492,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over an old debt, causing injury with a sharp weapon.",none,35
OFF000494,INC000493,Murder,Offense recorded under Murder.,none,100
OFF000495,INC000494,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000496,INC000495,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000497,INC000496,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000498,INC000497,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000499,INC000498,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000500,INC000499,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000501,INC000500,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000502,INC000501,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a two-wheeler.,none,8
OFF000503,INC000502,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF000504,INC000503,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a on foot.,none,8
OFF000505,INC000504,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000506,INC000505,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000507,INC000506,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000508,INC000507,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were at work.,none,15
OFF000509,INC000508,Rape,Offense recorded under Rape.,none,85
OFF000510,INC000509,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000511,INC000510,Burglary,Accused gained entry through the kitchen ventilator and removed jewellery from the premises while occupants were away.,none,15
OFF000512,INC000511,Burglary,Accused gained entry through the unlocked back door and removed cash and electronics from the premises while occupants were at work.,none,15
OFF000513,INC000512,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000514,INC000513,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over a road-rage incident, causing injury with a sharp weapon.",none,35
OFF000515,INC000514,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a bicycle.,none,8
OFF000516,INC000515,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were away.,none,15
OFF000517,INC000516,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000518,INC000517,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a on foot.,none,8
OFF000519,INC000518,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a two-wheeler.,none,8
